A1E02M01.mp.profile	A1E02M02.mp.profile	A1E02M04.mp.profile	A1E02M05.mp.profile	A1E02M07.mp.profile	A1E02M08.mp.profile	A1E02P1.mp.profile	A1E02P2.mp.profile	A1E03M01.mp.profile	A1E03M02.mp.profile	A1E03M05.mp.profile	A1E03M06.mp.profile	A1E03P1.mp.profile	A1E03P2.mp.profile	A1E03P3.mp.profile	A1E03P4.mp.profile	A1E04M01.mp.profile	A1E04M02.mp.profile	A1E04M04.mp.profile	A1E04M05.mp.profile	A1E04M07.mp.profile	A1E04M08.mp.profile	A1E04P1.mp.profile	A1E04P2.mp.profile	A1E04P3.mp.profile	A1E04P4.mp.profile	A1E09F1.mp.profile	A1E09F2.mp.profile	A1E09M01.mp.profile	A1E09M02.mp.profile	A1E09M06.mp.profile	A1E09M07.mp.profile	A1E09M1.mp.profile	A1E09M2.mp.profile	A1E10F.mp.profile	A1E10M01.mp.profile	A1E10M02.mp.profile	A1E10M04.mp.profile	A1E10M05.mp.profile	A1E10M.mp.profile	A1E12F.mp.profile	A1E12M01.mp.profile	A1E12M02.mp.profile	A1E12M05.mp.profile	A1E12M06.mp.profile	A1E12M.mp.profile	Wild116.mp.profile	X608.mp.profile
A1E04P2.mp.profile	16.2389389175358	17.1449583756698	15.5233766281732	17.578600064865	18.9938416858067	13.9784703684363	15.3528018545206	18.2687390776001	16.322629655889	18.2783325060517	19.5589990911713	20.350624193681	21.8218575250667	22.5372757658088	17.3874937586289	18.8818065850198	23.4811882807876	15.9292856826632	21.5885260113842	17.8861301156874	15.8653139918143	14.447371578073	14.9324795065305	0	11.130054546673	15.1534076032465	18.8504710279505	15.8295642959203	19.5492075460873	17.8315276521794	18.118729726094	14.9883647580276	15.8022172386795	19.2452557962109	14.1879519469736	20.1427786264833	16.7157626584936	17.917652723501	16.9714035602998	12.7861696181599	17.1184535740115	17.1003559962088	16.0108528173291	16.03636200962	17.5582628490692	17.3455500420971	22.7467257433199	22.0757775885092
A1E04P3.mp.profile	17.3304864050579	19.2143259239292	17.5663744256218	18.399928775959	21.5252783482543	16.1138713595708	16.0332013820118	17.3382530348572	18.7369512240202	19.3390056640965	19.3995424383269	21.1400995448818	22.5079374541089	22.4697715237122	17.8700560355221	18.8463341435533	22.3826624420956	14.3193448532308	20.9623547625598	16.9195004753566	17.8062897550295	16.969320210078	17.9222879155093	11.130054546673	0	16.5997791161585	19.4651950796046	16.6824686446651	21.4082051499525	20.2684417864643	18.8532318671377	17.5468309086382	17.3373853746559	18.8385338781026	14.8832545263571	21.5251385763128	17.5913473051638	18.7795043437764	17.8796314213337	15.1281039573413	16.5839958003771	18.6052092154222	19.1058093680248	18.7323213296177	17.3351166493457	17.9547727435088	23.7288731012853	22.109358313285
A1E04P4.mp.profile	16.8027509535554	18.0404186097803	14.5334619039824	15.7635259043257	20.9709873055163	15.9923080098981	16.0775171092267	19.8562771135291	16.5857639269838	17.1783333684406	18.4529304764691	20.0934144282849	20.6487157434939	20.692332851736	16.0838990679713	16.3637215807681	23.6612064790816	18.4622156936512	23.670101389345	19.2639080526171	16.7233468448147	15.4438966526978	12.6639547798087	15.1534076032465	16.5997791161585	0	18.2537049678717	13.6263264375317	22.1418874157725	19.3826043560771	19.9103807266028	17.1099165484105	14.4075461189392	17.3136499622065	15.855704329247	22.1575900462207	18.9203586604527	20.5209670536289	19.3383248937219	15.0207620228273	18.8609870997593	17.2999999255419	18.1198685132104	18.0637417137391	18.2349419791501	15.450983802651	22.303105259087	23.8459224474031
A1E09F1.mp.profile	18.2078363024093	20.7643230946667	17.8282130118135	18.596323696731	23.3965229775917	18.7579205215096	16.968645958402	18.6179829974371	19.9099920657075	17.7280799125427	19.3649467204633	20.8762472595224	17.1720639129401	18.922659462732	17.1300313830637	16.5673423024943	22.9306789164892	19.1497119747047	23.0053275257893	19.7938094956883	19.2850540463623	19.2892216156977	21.2781074794468	18.8504710279505	19.4651950796046	18.2537049678717	0	14.030908937258	24.289403452169	22.6024628057003	18.5435411519938	18.93054707099	15.8690972247632	10.6329274911931	17.8237736411503	21.7663775180636	19.8826703309802	20.2467637458747	19.5554513035058	16.1996114012163	20.1240867720385	21.5945641217689	22.1816469917903	21.0170658927844	18.5613071828486	18.2193273024494	17.5316051345872	22.8490377570539
A1E09F2.mp.profile	16.0984703696744	18.7044731301351	15.3691888962079	15.9225910427488	19.9639452591884	16.7024640372143	14.2946446631833	17.442098656467	16.8572961565513	16.47430578269	18.1063432547704	20.0979956306888	18.0403440701008	19.1104233672382	12.6267302159873	12.9235227260952	21.9034480478739	18.2840767019912	22.7150996266091	18.7366023103738	16.2941000034427	16.1249912252258	17.3748499827899	15.8295642959203	16.6824686446651	13.6263264375317	14.030908937258	0	21.6589769308232	18.4294480650629	18.2631577550622	16.322579137011	10.35458922954	12.853738787796	14.9388465514777	19.4784829266785	17.0623844247401	18.3261764994075	16.7758055288006	13.3237350745472	17.8253256850982	18.3788301197399	18.6296497008942	17.4393565927826	16.7367467407694	16.2906174289109	18.0248632210836	20.9916520576405
A1E09M01.mp.profile	20.9221197940313	21.9729171306886	21.4009539874577	21.321185054054	19.2710208898136	19.9461692823877	20.9768493228477	23.0506717628204	21.67539233876	21.4247412394984	23.663400856509	21.050214556077	24.8966312900311	25.1525033147906	23.2105862631011	23.2723709516528	22.0473938390962	17.8661612116158	19.192796287773	19.625020980439	20.0609624462933	19.5760160837927	21.9320629652105	19.5492075460873	21.4082051499525	22.1418874157725	24.289403452169	21.6589769308232	0	13.2586960698784	21.3922767091061	18.5422184230467	21.0727004640742	24.3903326478045	21.1277643048572	20.2748558759004	20.6525272519648	18.1498032356355	18.6474591542197	18.4208621497229	21.3681716022663	20.3143971648364	20.3961728410094	19.4059240934313	18.8961633697763	21.8731609117601	23.7510601531117	21.1547835275741
A1E09M02.mp.profile	18.9634408450892	19.4283209734401	18.6743142378737	19.1571007202149	18.3319425298309	18.1029600989902	18.9452282564362	22.4105555472215	18.4701421438665	18.6118447962721	22.6761840973027	21.6275128428334	23.7963093339181	23.7493698381411	20.3753806909737	21.0081830633112	21.9858591502789	17.8597824864216	20.8178589895158	19.8763816661979	16.3733331285228	15.907140124311	20.4338192155497	17.8315276521794	20.2684417864643	19.3826043560771	22.6024628057003	18.4294480650629	13.2586960698784	0	19.7994971899713	16.7405692506252	18.4482386920138	23.0870392619775	18.8978181838471	20.8517623359304	19.6066333550073	18.5188085955909	18.3446209067745	16.0519393814144	20.4490824202362	17.4408624697657	17.4907958837137	16.0047730020319	17.371756792459	20.9536349523379	23.1384179597179	21.6760770833391
A1E09M06.mp.profile	16.5939134532293	18.8732513332852	16.0709357589176	19.6069658702436	19.0564736066089	16.1105515182194	15.4007070850268	18.7989462166197	17.7613459767428	16.5893416555866	20.3188481921996	21.1136521350921	22.5824151743009	22.4338586848336	19.3600355960176	19.8635830506206	21.3346688579954	17.3134296582265	21.4239775045606	16.6599590850417	15.6983453716644	16.7929837230967	21.4961520356345	18.118729726094	18.8532318671377	19.9103807266028	18.5435411519938	18.2631577550622	21.3922767091061	19.7994971899713	0	16.2267056362752	17.0833124645518	19.0517817800195	16.3046177486424	18.4064470357282	15.7697950290177	15.7150930048519	17.0355803203531	14.7405423632745	17.4137080975265	20.9735923719464	20.4895443139139	16.9937068916841	17.0988787011044	16.8957666818367	21.8543617815071	20.7141824613446
A1E09M07.mp.profile	18.0686936732111	19.2831756431721	16.6499677917757	18.3187114272408	18.667402353362	15.7210141034858	15.922610907243	19.811627628525	16.9109895443814	16.7158253457185	20.5911891621088	19.7768275905173	19.8466557518686	23.0018142619869	17.9454430933593	18.5385532565476	22.8212060376589	18.0683471560023	22.736819548703	19.0692177327627	15.7756098784613	14.8842308290745	16.5610171526619	14.9883647580276	17.5468309086382	17.1099165484105	18.93054707099	16.322579137011	18.5422184230467	16.7405692506252	16.2267056362752	0	15.3714598087724	19.3000020772269	16.0101578380002	19.9828940508604	17.9403276151487	17.3707872813751	16.3105740092125	14.5886535076654	16.4615591401001	16.6728454175779	17.1416074350941	15.108282133363	16.0789964066236	16.6428064990156	19.3292349777974	21.715914637799
A1E09M1.mp.profile	15.9108194998241	18.6709005173743	15.1570490654737	17.0482082994468	19.4427940775656	16.0115302802864	14.7578317949807	18.2565717863586	15.666521617251	15.894530026916	17.5090526593559	19.4588614604056	18.7090128474154	20.5774817242679	13.5007216097322	14.838384653962	21.2773839469768	18.1235658071503	22.2754212682093	17.7481964001559	15.1792261903211	15.3264367134077	17.3178530262867	15.8022172386795	17.3373853746559	14.4075461189392	15.8690972247632	10.35458922954	21.0727004640742	18.4482386920138	17.0833124645518	15.3714598087724	0	14.7593655737366	15.7064244354631	19.1646340072724	16.2445836719853	18.096148569011	16.0352982205391	12.9010867357504	16.7811714020491	18.9730035716392	17.6480134421681	16.4479351082477	16.2495084533485	15.2691620019792	18.3513653455719	21.3971607970222
A1E09M2.mp.profile	17.0120922880527	20.4994607464034	17.2781708390335	17.3903959054374	23.4003312482916	18.767243746486	16.4272513426787	19.1795629830766	19.5185532630141	18.4444279993291	19.2341030055414	20.8858659107401	17.9074844936891	17.4141861144609	16.5199143440672	15.7169718524412	22.723335472445	19.3693968668421	23.4796270068051	19.3685737737708	18.9582200323223	19.0334629468666	20.7377622888214	19.2452557962109	18.8385338781026	17.3136499622065	10.6329274911931	12.853738787796	24.3903326478045	23.0870392619775	19.0517817800195	19.3000020772269	14.7593655737366	0	17.8684960817786	21.8691409351081	19.9035736783259	20.6192728946474	19.5750245226166	16.224593361809	20.2282787153964	21.6779512255231	22.3940119829196	21.0131692239825	18.2249492572416	17.398867847895	18.1250262330502	23.437129579539
A1E10F.mp.profile	16.5398758913092	18.480446114087	15.6192599849461	18.3970140322427	19.2552880758511	14.9592294369684	10.1126710924561	15.330254233456	16.5918991035448	16.9529827944942	18.8444636514791	19.9652091986091	21.4946909930546	22.032273375928	16.8361564049586	17.2636876099493	22.199894302126	15.7322277790043	21.1585341788059	18.4587850301165	16.5544449519625	16.0381654195865	18.372012187779	14.1879519469736	14.8832545263571	15.855704329247	17.8237736411503	14.9388465514777	21.1277643048572	18.8978181838471	16.3046177486424	16.0101578380002	15.7064244354631	17.8684960817786	0	19.7981302228005	16.3811644215182	17.8334216936602	16.1194397763295	10.8703824828533	17.0438349514545	19.1614061523702	17.5680129908946	16.9260742206529	17.1043510185091	16.4780131172132	20.6818449426647	18.1014566930933
A1E10M01.mp.profile	20.154040142988	21.451278993498	20.5068230350946	20.3548372268912	18.3385261123322	20.4069974028742	18.8679613391657	20.4247539270401	20.7652629219845	19.4673644264089	23.789164569567	23.1318868243359	24.2090475184663	23.8636441535928	20.8599252472332	22.0084431309793	16.3641860573679	18.4396298219716	19.7172784995905	18.5969944299906	19.3743412298694	21.1485120767209	24.9153598313873	20.1427786264833	21.5251385763128	22.1575900462207	21.7663775180636	19.4784829266785	20.2748558759004	20.8517623359304	18.4064470357282	19.9828940508604	19.1646340072724	21.8691409351081	19.7981302228005	0	12.3428006063108	13.4523364753082	13.9986277927799	17.4816330479157	19.3150398320137	24.0253216774103	22.1773212801967	19.3855205575704	17.5947733566313	20.8157256812247	22.574091892014	18.7084782165715
A1E10M02.mp.profile	16.5406620325872	17.7154430328554	16.46530037502	18.1194958199813	18.7440778770124	15.5419371962415	15.026608480481	17.8141131374778	18.0692596655445	18.1009060371565	20.9376158751344	21.4122184764531	23.1359295194728	23.1157706507838	19.0455229215391	19.732390773058	18.8847047918632	15.6277908685948	19.8678796838139	16.3730975442463	16.2462938068392	17.2167146394516	22.119236094617	16.7157626584936	17.5913473051638	18.9203586604527	19.8826703309802	17.0623844247401	20.6525272519648	19.6066333550073	15.7697950290177	17.9403276151487	16.2445836719853	19.9035736783259	16.3811644215182	12.3428006063108	0	12.5511295531404	13.0483459849654	14.1822291368303	17.655010207514	20.5891775594296	18.4500110246846	16.3549353083467	17.0626784849059	18.6585182143166	22.1428284406591	19.4370952929416
A1E10M04.mp.profile	17.2969329265406	18.4391694343271	17.2565530651237	18.2518160697382	17.6632755286067	16.4262769041318	16.7209199587738	19.1626276630097	19.1571435311952	18.7843354755979	21.3307950387435	20.8109193428341	22.1975518037451	22.2351778327936	20.0730455604892	20.0283608312949	18.9793209870874	17.0674132209794	19.7049295374909	16.0854927940251	16.5287178523349	18.626493022918	22.7246720698364	17.917652723501	18.7795043437764	20.5209670536289	20.2467637458747	18.3261764994075	18.1498032356355	18.5188085955909	15.7150930048519	17.3707872813751	18.096148569011	20.6192728946474	17.8334216936602	13.4523364753082	12.5511295531404	0	11.8254782078059	14.9692350758091	17.6436351568662	21.4515419255758	19.6881713039567	16.9676745794351	15.0748720134118	19.9438121724912	21.2412642102989	19.4210224444702
A1E10M05.mp.profile	17.8205101904609	19.437343371343	17.119568829813	18.5926316650616	16.7561687826181	16.4442581875626	14.6778111075953	16.3224077591933	18.4198904447014	18.2263921658302	19.9353405724034	18.9196960104762	21.7068147384882	21.9687602546737	18.0096845990551	18.2933010327202	18.6377242422364	16.7375207228586	19.0214670718525	17.3807095731208	16.8455001311559	18.3052243958131	21.4303756799342	16.9714035602998	17.8796314213337	19.3383248937219	19.5554513035058	16.7758055288006	18.6474591542197	18.3446209067745	17.0355803203531	16.3105740092125	16.0352982205391	19.5750245226166	16.1194397763295	13.9986277927799	13.0483459849654	11.8254782078059	0	13.8448126613249	15.9751733028612	21.2851451500763	18.7362272242195	15.8060821660187	14.5684814710644	17.1153096727724	20.5510107402653	18.6088212945502
A1E10M.mp.profile	12.6748906083109	14.5020654854657	11.2756491350163	14.1302845586785	16.7812426785406	11.5788362805953	9.94569942785274	15.1310238240213	13.2249167968337	14.0983811685763	16.1450517169586	17.722024882068	20.4250715835299	20.2316502603264	15.1426265271323	15.4555922271328	20.2756514736582	14.7354181431292	19.4724177035725	15.6766393781403	12.9711148983344	12.3968413352954	16.2623633434682	12.7861696181599	15.1281039573413	15.0207620228273	16.1996114012163	13.3237350745472	18.4208621497229	16.0519393814144	14.7405423632745	14.5886535076654	12.9010867357504	16.224593361809	10.8703824828533	17.4816330479157	14.1822291368303	14.9692350758091	13.8448126613249	0	15.668735916645	15.9700545415671	14.9818702239096	14.4979402143663	14.2019911693635	14.9945121090524	19.6609665590055	17.8834864318796
A1E12F.mp.profile	18.7668007580918	21.2837940730575	18.8257574104786	19.8200118489227	20.4300939357172	18.0217222152604	16.1458849248617	18.4665927710419	19.0015125642185	18.2383433279404	20.7753173217422	21.9760912499403	21.7550951273743	22.7159873209484	18.8727115019509	20.3708191969815	19.9610432303194	17.4084719224705	21.1047051567664	17.3219561110377	18.5367004497558	20.0702737630778	19.6211970015396	17.1184535740115	16.5839958003771	18.8609870997593	20.1240867720385	17.8253256850982	21.3681716022663	20.4490824202362	17.4137080975265	16.4615591401001	16.7811714020491	20.2282787153964	17.0438349514545	19.3150398320137	17.655010207514	17.6436351568662	15.9751733028612	15.668735916645	0	21.9989500217376	20.5258821392226	17.9335166744806	15.6966248635975	16.2249579482322	23.3193436436397	20.010690783166
A1E12M01.mp.profile	17.6513611223097	16.8663996755271	16.8139001313126	17.1668596414975	20.9416780611907	15.8896162762846	19.2527816028778	22.7330186757404	18.7143591984343	20.3769079146838	20.9542244358247	22.7467032184309	24.2846258685081	25.0522471955138	19.4880904024395	20.7920437494923	24.9757699031251	19.3967396045518	24.5561226418053	20.5889836798283	17.6505710556047	15.4481739260987	16.9574879284624	17.1003559962088	18.6052092154222	17.2999999255419	21.5945641217689	18.3788301197399	20.3143971648364	17.4408624697657	20.9735923719464	16.6728454175779	18.9730035716392	21.6779512255231	19.1614061523702	24.0253216774103	20.5891775594296	21.4515419255758	21.2851451500763	15.9700545415671	21.9989500217376	0	14.0510809437441	18.6175066518953	17.2472606381852	20.6121992499309	24.9369783885795	24.7509595219179
A1E12M02.mp.profile	16.5646026649133	16.0942090421502	16.3967344840514	18.3901667231521	18.7798792269079	14.9366970880571	17.6512780437463	21.646234120614	17.870493958436	20.3394971160538	21.8857527312613	22.5611725894702	24.6122329226121	24.9530131091467	20.2222752137324	21.4992525115423	24.594165131905	18.3810082236166	22.1895650589468	20.0659719149933	17.1325629049711	14.4734672711087	18.3850201585111	16.0108528173291	19.1058093680248	18.1198685132104	22.1816469917903	18.6296497008942	20.3961728410094	17.4907958837137	20.4895443139139	17.1416074350941	17.6480134421681	22.3940119829196	17.5680129908946	22.1773212801967	18.4500110246846	19.6881713039567	18.7362272242195	14.9818702239096	20.5258821392226	14.0510809437441	0	15.3309105165021	18.7785080363296	21.0012852920788	25.3962160878869	24.037782775489
A1E12M05.mp.profile	17.8119151955456	19.5129210587677	16.4627493809703	18.4580221117413	18.3509576561781	15.6968615019042	16.5848424125656	20.0654946865957	17.5306492883103	18.5568235210133	21.0240528833796	21.8981764536735	23.2946300825402	23.4446519285755	18.3249879812652	19.8169890408629	22.0323591818374	18.4694555361684	21.6001640324079	19.2687758290667	15.6763033077572	15.2370225636545	19.1634369041557	16.03636200962	18.7323213296177	18.0637417137391	21.0170658927844	17.4393565927826	19.4059240934313	16.0047730020319	16.9937068916841	15.108282133363	16.4479351082477	21.0131692239825	16.9260742206529	19.3855205575704	16.3549353083467	16.9676745794351	15.8060821660187	14.4979402143663	17.9335166744806	18.6175066518953	15.3309105165021	0	16.0100094405824	17.3832707981759	22.6111183276622	21.8896616133491
A1E12M06.mp.profile	17.1437255116173	19.4637598075624	16.4025227573756	16.0634565300474	18.4449822840045	17.0436994790747	16.0720341923029	17.9767838434303	17.6969457784731	17.5363874026963	17.4344434693558	19.8359977333073	21.5820884858962	21.3605082475764	17.8775275094548	17.981337092515	17.0119660111613	17.3889891957376	20.3391010361049	16.8392051227554	16.8915838032265	17.7629716251079	19.8453859133587	17.5582628490692	17.3351166493457	18.2349419791501	18.5613071828486	16.7367467407694	18.8961633697763	17.371756792459	17.0988787011044	16.0789964066236	16.2495084533485	18.2249492572416	17.1043510185091	17.5947733566313	17.0626784849059	15.0748720134118	14.5684814710644	14.2019911693635	15.6966248635975	17.2472606381852	18.7785080363296	16.0100094405824	0	16.9652316691971	20.7404788118939	20.1816432301289
A1E12M.mp.profile	16.7175559845111	19.9748950644546	16.9455937363827	17.518469118451	21.9166096372643	17.0207343520847	15.8745359533692	17.2546123167536	17.4650091158412	16.4380586076524	18.4967894161796	20.6887174558536	21.5376796519505	21.1181968133019	17.7911369305693	17.5498496567165	21.5940764216159	19.1033814146358	22.1447454647678	17.6707749030157	16.8582664282159	16.971663894613	17.031741955574	17.3455500420971	17.9547727435088	15.450983802651	18.2193273024494	16.2906174289109	21.8731609117601	20.9536349523379	16.8957666818367	16.6428064990156	15.2691620019792	17.398867847895	16.4780131172132	20.8157256812247	18.6585182143166	19.9438121724912	17.1153096727724	14.9945121090524	16.2249579482322	20.6121992499309	21.0012852920788	17.3832707981759	16.9652316691971	0	21.7561200501004	21.4900886634374
Wild116.mp.profile	22.0253377630739	25.1527268970482	21.8161945495686	21.4525773555412	24.4255571294307	22.7163762517045	20.029138759337	22.2140587609003	22.104693270503	19.3754180189381	22.6368747760418	22.5634447239289	18.0531118615142	20.8259548924732	19.5340423776905	19.4473712493652	23.7840181763148	22.5623612946821	25.5127208874302	23.8414557126835	21.8123311845774	22.8709296511413	24.9052100254526	22.7467257433199	23.7288731012853	22.303105259087	17.5316051345872	18.0248632210836	23.7510601531117	23.1384179597179	21.8543617815071	19.3292349777974	18.3513653455719	18.1250262330502	20.6818449426647	22.574091892014	22.1428284406591	21.2412642102989	20.5510107402653	19.6609665590055	23.3193436436397	24.9369783885795	25.3962160878869	22.6111183276622	20.7404788118939	21.7561200501004	0	23.0905490880957
X608.mp.profile	21.5476195168795	23.9991879723466	22.3141976992446	21.8649788961042	20.4394584573989	20.9278822908668	17.4465363924409	19.0841984557783	21.2697910520658	20.5485302144995	23.8897021711283	24.2400511216069	24.9013357380603	24.1137559994446	21.7035380012142	22.3401883429112	19.2732450815269	19.6984726389884	19.6314360687991	20.1831604519123	21.4953500169344	22.4677195798681	26.0469815478609	22.0757775885092	22.109358313285	23.8459224474031	22.8490377570539	20.9916520576405	21.1547835275741	21.6760770833391	20.7141824613446	21.715914637799	21.3971607970222	23.437129579539	18.1014566930933	18.7084782165715	19.4370952929416	19.4210224444702	18.6088212945502	17.8834864318796	20.010690783166	24.7509595219179	24.037782775489	21.8896616133491	20.1816432301289	21.4900886634374	23.0905490880957	0
